HEADER_TIME_STAMP,X,Y,Z
2018-06-14 13:00:07.612,0.022,-0.070,0.992
2018-06-14 13:00:07.632,0.023,-0.078,1.000
2018-06-14 13:00:07.652,0.024,-0.073,0.995
2018-06-14 13:00:07.672,0.021,-0.076,1.004
2018-06-14 13:00:07.692,0.023,-0.075,0.996
2018-06-14 13:00:07.713,0.030,-0.076,1.001
2018-06-14 13:00:07.733,0.036,-0.071,0.987
2018-06-14 13:00:07.753,0.032,-0.075,0.992
2018-06-14 13:00:07.773,0.036,-0.076,1.003
2018-06-14 13:00:07.793,0.031,-0.074,0.992
2018-06-14 13:00:07.813,0.033,-0.078,1.000
2018-06-14 13:00:07.833,0.025,-0.075,0.994
2018-06-14 13:00:07.854,0.020,-0.078,1.001
2018-06-14 13:00:07.874,0.014,-0.075,0.994
2018-06-14 13:00:07.894,0.010,-0.073,0.995
2018-06-14 13:00:07.914,0.010,-0.077,1.007
2018-06-14 13:00:07.934,0.009,-0.075,0.996
2018-06-14 13:00:07.954,0.011,-0.075,0.997
2018-06-14 13:00:07.974,0.010,-0.075,0.999
2018-06-14 13:00:07.995,0.014,-0.075,0.992
2018-06-14 13:00:08.015,0.015,-0.073,0.997
2018-06-14 13:00:08.035,0.018,-0.071,0.999
2018-06-14 13:00:08.055,0.022,-0.074,0.996
2018-06-14 13:00:08.075,0.020,-0.071,0.997
2018-06-14 13:00:08.095,0.025,-0.077,0.996
2018-06-14 13:00:08.116,0.024,-0.113,1.032
2018-06-14 13:00:08.136,0.026,-0.062,0.990
2018-06-14 13:00:08.156,0.013,-0.074,0.990
2018-06-14 13:00:08.176,0.025,-0.077,1.013
2018-06-14 13:00:08.196,0.008,-0.050,0.973
2018-06-14 13:00:08.216,-0.006,-0.081,1.002
2018-06-14 13:00:08.236,0.002,-0.066,0.971
2018-06-14 13:00:08.256,0.002,-0.060,0.976
2018-06-14 13:00:08.277,0.029,-0.092,1.023
2018-06-14 13:00:08.297,0.019,-0.064,0.980
2018-06-14 13:00:08.317,0.042,-0.084,1.020
2018-06-14 13:00:08.337,0.028,-0.066,0.984
2018-06-14 13:00:08.357,0.028,-0.079,1.008
2018-06-14 13:00:08.377,0.032,-0.068,0.991
